Date,Translated version,Original tweet,Media source link
2017-08-08,"RT @foxandfriends: OPIOID CRISIS: Worse than we thought, with a new study showing overdose deaths were under reported https://t.co/27kLJKRX…","RT @foxandfriends: OPIOID CRISIS: Worse than we thought, with a new study showing overdose deaths were under reported https://t.co/27kLJKRX…","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894875690423726080"", ""Access details here"")"
2017-08-08,RT @foxandfriends: Anthem announces it will withdraw from ObamaCare Exchange in Nevada https://t.co/d0CxeHQKwz,RT @foxandfriends: Anthem announces it will withdraw from ObamaCare Exchange in Nevada https://t.co/d0CxeHQKwz,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894875602045607936"", ""Access details here"")"
2017-08-08,RT @foxandfriends: U.S. spy satellites detect North Korea moving anti-ship cruise missiles to patrol boat https://t.co/BPFXsLffgy,RT @foxandfriends: U.S. spy satellites detect North Korea moving anti-ship cruise missiles to patrol boat https://t.co/BPFXsLffgy,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894871302250668032"", ""Access details here"")"
2017-08-07,"I think Senator Blumenthal should take a nice long vacation in Vietnam, where he lied about his service, so he can at least say he was there","I think Senator Blumenthal should take a nice long vacation in Vietnam, where he lied about his service, so he can at least say he was there","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894661651760377856"", ""Access details here"")"
2017-08-07,"How much longer will the failing nytimes, with its big losses and massive unfunded liability (and non-existent sources), remain in business?","How much longer will the failing nytimes, with its big losses and massive unfunded liability (and non-existent sources), remain in business?","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894659355324424192"", ""Access details here"")"
2017-08-07,The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea!,The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894653195112378368"", ""Access details here"")"
2017-08-07,On #PurpleHeartDayI thank all the brave men and women who have sacrificed in battle for this GREAT NATION! #USA https://t.co/QmfdLSLp6p,On #PurpleHeartDayI thank all the brave men and women who have sacrificed in battle for this GREAT NATION! #USA https://t.co/QmfdLSLp6p,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894620077634592769"", ""Access details here"")"
2017-08-07,"...conquests, how brave he was, and it was all a lie. He cried like a baby and begged for forgiveness like a child. Now he judges collusion?","...conquests, how brave he was, and it was all a lie. He cried like a baby and begged for forgiveness like a child. Now he judges collusion?","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894528885701971970"", ""Access details here"")"
2017-08-07,Never in U.S.history has anyone lied or defrauded voters like Senator Richard Blumenthal. He told stories about his Vietnam battles and....,Never in U.S.history has anyone lied or defrauded voters like Senator Richard Blumenthal. He told stories about his Vietnam battles and....,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894526670836781056"", ""Access details here"")"
2017-08-07,Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist!,Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894525428236464128"", ""Access details here"")"
2017-08-07,Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings.,Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894521737534197762"", ""Access details here"")"
2017-08-07,"Hard to believe that with 24/7 #Fake News on CNN, ABC, NBC, CBS, NYTIMES &amp; WAPO, the Trump base is getting stronger!","Hard to believe that with 24/7 #Fake News on CNN, ABC, NBC, CBS, NYTIMES &amp; WAPO, the Trump base is getting stronger!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894518002795900928"", ""Access details here"")"
2017-08-07,"... Supreme Court pick, economic enthusiasm, deregulation &amp; so much more have driven the Trump base even closer together. Will never change!","... Supreme Court pick, economic enthusiasm, deregulation &amp; so much more have driven the Trump base even closer together. Will never change!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894515865802223616"", ""Access details here"")"
2017-08-07,"...and West Virginia. The fact is the Fake News Russian collusion story, record Stock Market, border security, military strength, jobs.....","...and West Virginia. The fact is the Fake News Russian collusion story, record Stock Market, border security, military strength, jobs.....","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894514535062790144"", ""Access details here"")"
2017-08-07,"The Trump base is far bigger &amp;  stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn, Iowa, Ohio.......","The Trump base is far bigger &amp;  stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn, Iowa, Ohio.......","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894512983384129536"", ""Access details here"")"
2017-08-07,"The failing @nytimes, which has made every wrong prediction about me including my big election win (apologized), is totally inept!","The failing @nytimes, which has made every wrong prediction about me including my big election win (apologized), is totally inept!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894508048844279809"", ""Access details here"")"
2017-08-07,Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.,Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894368024765059073"", ""Access details here"")"
2017-08-07,"The Fake News refuses to report the success of the first 6 months: S.C., surging economy &amp; jobs,border &amp; military security,ISIS &amp; MS-13 etc.","The Fake News refuses to report the success of the first 6 months: S.C., surging economy &amp; jobs,border &amp; military security,ISIS &amp; MS-13 etc.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894367017054208001"", ""Access details here"")"
2017-08-06,RT @IvankaTrump: The Administration is committed to supporting military spouses in the workforce. Thanks Kim for sharing your story! https:…,RT @IvankaTrump: The Administration is committed to supporting military spouses in the workforce. Thanks Kim for sharing your story! https:…,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894328101949374465"", ""Access details here"")"
2017-08-06,MAKE AMERICA GREAT AGAIN! https://t.co/g4ELhh9joH,MAKE AMERICA GREAT AGAIN! https://t.co/g4ELhh9joH,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/894185208924262401"", ""Access details here"")"
2017-08-05,United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K.,United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893973466508079104"", ""Access details here"")"
2017-08-05,Thank you Nicole! https://t.co/KlWN05uFOx,Thank you Nicole! https://t.co/KlWN05uFOx,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893970139565129730"", ""Access details here"")"
2017-08-05,"After many years of LEAKS going on in Washington, it is great to see the A.G. taking action! For National Security, the tougher the better!","After many years of LEAKS going on in Washington, it is great to see the A.G. taking action! For National Security, the tougher the better!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893969438139191296"", ""Access details here"")"
2017-08-05,Couldn't translate this tweet.,The United Nations Security Council just voted 15-0 to sanction North Korea. China and Russia voted with us. Very big financial impact!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893965986566733824"", ""Access details here"")"
2017-08-05,"Working in Bedminster, N.J., as long planned construction is being done at the White House. This is not a vacation - meetings and calls!","Working in Bedminster, N.J., as long planned construction is being done at the White House. This is not a vacation - meetings and calls!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893964041630212098"", ""Access details here"")"
2017-08-05,"RT @RightlyNews: ""What's a high priced Clinton attorney doing representing a low level IT staffer for the Democrats?"" 
-@jessebwatters on t…","RT @RightlyNews: ""What's a high priced Clinton attorney doing representing a low level IT staffer for the Democrats?"" 
-@jessebwatters on t…","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893959535425146881"", ""Access details here"")"
2017-08-05,"""Under Trump, gains against #ISIS have dramatically accelerated""
https://t.co/jNtOTh0moL","""Under Trump, gains against #ISIS have dramatically accelerated""
https://t.co/jNtOTh0moL","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893957896190533632"", ""Access details here"")"
2017-08-05,Prosperity is coming back to our shores because we are putting America WORKERS and FAMILIES first. #AmericaFirst https://t.co/4kTc6Om308,Prosperity is coming back to our shores because we are putting America WORKERS and FAMILIES first. #AmericaFirst https://t.co/4kTc6Om308,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893864420539068417"", ""Access details here"")"
2017-08-05,RT @FoxNews: More than 1 million jobs added since @POTUS took office. https://t.co/ZVsC9oi9Ds https://t.co/NNL1FwNMLU,RT @FoxNews: More than 1 million jobs added since @POTUS took office. https://t.co/ZVsC9oi9Ds https://t.co/NNL1FwNMLU,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893791726896381952"", ""Access details here"")"
2017-08-04,"RT @IvankaTrump: Since @realDonaldTrump inauguration, over 1 million net new jobs have been created in the American economy! #MAGA","RT @IvankaTrump: Since @realDonaldTrump inauguration, over 1 million net new jobs have been created in the American economy! #MAGA","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893615145053716480"", ""Access details here"")"
2017-08-04,"RT @dcexaminer: Emails show Washington Post, New York Times reporters unenthusiastic about covering Clinton-Lynch meeting https://t.co/PKSL…","RT @dcexaminer: Emails show Washington Post, New York Times reporters unenthusiastic about covering Clinton-Lynch meeting https://t.co/PKSL…","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893614425067839488"", ""Access details here"")"
2017-08-04,Great work being done by @FEMA @DHSgov w/state &amp; local leaders to prepare for hurricane season. Preparedness is an… https://t.co/71C51wxol4,Great work being done by @FEMA @DHSgov w/state &amp; local leaders to prepare for hurricane season. Preparedness is an… https://t.co/71C51wxol4,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893587008312016896"", ""Access details here"")"
2017-08-04,"No matter the mission, the brave men &amp; women of our @USCG proudly answer the call to serve 24/7/365. THANK YOU and… https://t.co/J7EjEmViWP","No matter the mission, the brave men &amp; women of our @USCG proudly answer the call to serve 24/7/365. THANK YOU and… https://t.co/J7EjEmViWP","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893498883090907137"", ""Access details here"")"
2017-08-04,"RT @paultdove: @FoxBusiness Republican Senators who are opposing the President, look at the great economic news: Americans Are Noticing!","RT @paultdove: @FoxBusiness Republican Senators who are opposing the President, look at the great economic news: Americans Are Noticing!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893461771813564416"", ""Access details here"")"
2017-08-04,RT @Bet22325450ste: @FoxBusiness @foxandfriends Come on America. Get on the Trump Train. The winners already have boarded! The losers are w…,RT @Bet22325450ste: @FoxBusiness @foxandfriends Come on America. Get on the Trump Train. The winners already have boarded! The losers are w…,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893461607275270144"", ""Access details here"")"
2017-08-04,"RT @FoxBusiness: #BreakingNews: U.S. employers added 209,000 jobs in July, unemployment rate down to 4.3% #JobsReport https://t.co/mWaTLMg1…","RT @FoxBusiness: #BreakingNews: U.S. employers added 209,000 jobs in July, unemployment rate down to 4.3% #JobsReport https://t.co/mWaTLMg1…","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893461264474804224"", ""Access details here"")"
2017-08-04,RT @foxandfriends: .@JudgeJeanine: There will be an uproar in this country if they end up with an indictment against a Trump family member…,RT @foxandfriends: .@JudgeJeanine: There will be an uproar in this country if they end up with an indictment against a Trump family member…,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893461175278718976"", ""Access details here"")"
2017-08-04,RT @RealJamesWoods: I've never witnessed such hatred for a man who is willing to work for free to make his beloved country a better place.…,RT @RealJamesWoods: I've never witnessed such hatred for a man who is willing to work for free to make his beloved country a better place.…,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893461105552609280"", ""Access details here"")"
2017-08-04,Excellent Jobs Numbers just released - and I have only just begun. Many job stifling regulations continue to fall. Movement back to USA!,Excellent Jobs Numbers just released - and I have only just begun. Many job stifling regulations continue to fall. Movement back to USA!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893452922427715584"", ""Access details here"")"
2017-08-04,"West Virginia was incredible last night. Crowds and enthusiasm were beyond, GDP at 3%, wow!Dem Governor became a Republican last night.","West Virginia was incredible last night. Crowds and enthusiasm were beyond, GDP at 3%, wow!Dem Governor became a Republican last night.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893420123641479168"", ""Access details here"")"
2017-08-04,RT @Team_Trump45: @realDonaldTrump We won. Move on. https://t.co/YnUKMoyegB,RT @Team_Trump45: @realDonaldTrump We won. Move on. https://t.co/YnUKMoyegB,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893418532809179136"", ""Access details here"")"
2017-08-04,"Consumer confidence is at a 16 year high....and for good reason. Much more regulation ""busting"" to come. Working hard on tax cuts &amp; reform!","Consumer confidence is at a 16 year high....and for good reason. Much more regulation ""busting"" to come. Working hard on tax cuts &amp; reform!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893417795614121985"", ""Access details here"")"
2017-08-04,....and don't forget that Foxconn will be spending up to 10 billion dollars on a top of the line plant/plants in Wisconsin.,....and don't forget that Foxconn will be spending up to 10 billion dollars on a top of the line plant/plants in Wisconsin.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893416615504748544"", ""Access details here"")"
2017-08-04,Toyota &amp; Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing!,Toyota &amp; Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893411790868160514"", ""Access details here"")"
2017-08-04,"Thank you West Virginia! All across the country, Americans of every kind are coming together w/one simple goal: to… https://t.co/GK2wjJ5IPr","Thank you West Virginia! All across the country, Americans of every kind are coming together w/one simple goal: to… https://t.co/GK2wjJ5IPr","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893325503020642305"", ""Access details here"")"
2017-08-03,Just arrived in West Virginia for a MAKE AMERICA GREAT AGAIN rally in Huntington at 7:00pmE. Massive crowd expected - tune in! #MAGA,Just arrived in West Virginia for a MAKE AMERICA GREAT AGAIN rally in Huntington at 7:00pmE. Massive crowd expected - tune in! #MAGA,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893243147580473344"", ""Access details here"")"
2017-08-03,"Our GREAT VETERANS can now connect w/ their VA healthcare team from anywhere, using #VAVideoConnect - available at:… https://t.co/s6CJfhfTsu","Our GREAT VETERANS can now connect w/ their VA healthcare team from anywhere, using #VAVideoConnect - available at:… https://t.co/s6CJfhfTsu","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893186623193718784"", ""Access details here"")"
2017-08-03,"Today, I  announced another historic breakthrough for the VA. We are working tirelessly to keep our promises to our… https://t.co/B22SKOm3sU","Today, I  announced another historic breakthrough for the VA. We are working tirelessly to keep our promises to our… https://t.co/B22SKOm3sU","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893170489820151808"", ""Access details here"")"
2017-08-03,"See you tonight Huntington, West Virginia!
#MakeAmericaGreatAgain
Tickets: https://t.co/ERU0xUWdCr https://t.co/obtDsdV94t","See you tonight Huntington, West Virginia!
#MakeAmericaGreatAgain
Tickets: https://t.co/ERU0xUWdCr https://t.co/obtDsdV94t","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893140445294940160"", ""Access details here"")"
2017-08-03,"Our relationship with Russia is at an all-time &amp; very dangerous  low. You can thank Congress, the same people that can't even give us HCare!","Our relationship with Russia is at an all-time &amp; very dangerous  low. You can thank Congress, the same people that can't even give us HCare!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893083735633129472"", ""Access details here"")"
2017-08-03,I am continuing to get rid of costly and unnecessary regulations. Much work left to do but effect will be great! Business &amp; jobs will grow.,I am continuing to get rid of costly and unnecessary regulations. Much work left to do but effect will be great! Business &amp; jobs will grow.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893082107081244672"", ""Access details here"")"
2017-08-03,Business is looking better than ever with business enthusiasm at record levels. Stock Market at an all-time high. That doesn't just happen!,Business is looking better than ever with business enthusiasm at record levels. Stock Market at an all-time high. That doesn't just happen!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893081237082001409"", ""Access details here"")"
2017-08-03,"RT @JacobAWohl: @realDonaldTrump The #MAGA great again movement is WINNING, and the left-wing media can't stand it!","RT @JacobAWohl: @realDonaldTrump The #MAGA great again movement is WINNING, and the left-wing media can't stand it!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893080287755849729"", ""Access details here"")"
2017-08-03,RT @foxandfriends: Insurers seeking huge premium hikes on ObamaCare plans https://t.co/YrUwvMKlyb,RT @foxandfriends: Insurers seeking huge premium hikes on ObamaCare plans https://t.co/YrUwvMKlyb,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/893079018605621248"", ""Access details here"")"
2017-08-03,"I love the White House, one of the most beautiful buildings (homes) I have ever seen. But Fake News said I called it a dump - TOTALLY UNTRUE","I love the White House, one of the most beautiful buildings (homes) I have ever seen. But Fake News said I called it a dump - TOTALLY UNTRUE","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892920397162848257"", ""Access details here"")"
2017-08-02,I campaigned on creating a merit-based immigration system that protects U.S. workers &amp; taxpayers. Watch:… https://t.co/b8yIifGY3d,I campaigned on creating a merit-based immigration system that protects U.S. workers &amp; taxpayers. Watch:… https://t.co/b8yIifGY3d,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892814520942460928"", ""Access details here"")"
2017-08-02,"""Why the Rust Belt just gave Donald Trump a hero's welcome""
https://t.co/nqiZ8h8ajk","""Why the Rust Belt just gave Donald Trump a hero's welcome""
https://t.co/nqiZ8h8ajk","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892782712322437120"", ""Access details here"")"
2017-08-02,"It was my great honor to pay tribute to a VET who went above &amp; beyond the call of duty to PROTECT our COMRADES, our… https://t.co/zbj8q2gHRu","It was my great honor to pay tribute to a VET who went above &amp; beyond the call of duty to PROTECT our COMRADES, our… https://t.co/zbj8q2gHRu","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892749228291874816"", ""Access details here"")"
2017-08-02,"Small business owners are the DREAMERS &amp; INNOVATORS who are powering us into the future!
Read more and watch here:… https://t.co/59qsy2tPq9","Small business owners are the DREAMERS &amp; INNOVATORS who are powering us into the future!
Read more and watch here:… https://t.co/59qsy2tPq9","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892741272259133441"", ""Access details here"")"
2017-08-01,Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out!,Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892383242535481344"", ""Access details here"")"
2017-08-01,"""Corporations have NEVER made as much money as they are making now."" Thank you Stuart Varney @foxandfriends Jobs are starting to roar,watch!","""Corporations have NEVER made as much money as they are making now."" Thank you Stuart Varney @foxandfriends Jobs are starting to roar,watch!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892370324616089600"", ""Access details here"")"
2017-08-01,"Stock Market could hit all-time high (again) 22,000 today. Was 18,000 only 6 months ago on Election Day. Mainstream media seldom mentions!","Stock Market could hit all-time high (again) 22,000 today. Was 18,000 only 6 months ago on Election Day. Mainstream media seldom mentions!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892366646542782464"", ""Access details here"")"
2017-07-31,A great day at the White House!,A great day at the White House!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/892147656319004672"", ""Access details here"")"
2017-07-31,RT @foxandfriends: .@Suffolk_Sheriff praises President Trump for making gang eradication a priority https://t.co/uNY7jBhleE,RT @foxandfriends: .@Suffolk_Sheriff praises President Trump for making gang eradication a priority https://t.co/uNY7jBhleE,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891999166074847232"", ""Access details here"")"
2017-07-31,"Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, S.C.: No WH chaos!","Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, S.C.: No WH chaos!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891998881009061888"", ""Access details here"")"
2017-07-31,"If ObamaCare is hurting people, &amp; it is, why shouldn't it hurt the insurance companies &amp; why should Congress not be paying what public pays?","If ObamaCare is hurting people, &amp; it is, why shouldn't it hurt the insurance companies &amp; why should Congress not be paying what public pays?","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891996053611917312"", ""Access details here"")"
2017-07-30,"Don't give up Republican Senators, the World is watching: Repeal &amp; Replace...and go to 51 votes (nuke option), get Cross State Lines &amp; more.","Don't give up Republican Senators, the World is watching: Repeal &amp; Replace...and go to 51 votes (nuke option), get Cross State Lines &amp; more.","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891623821702295552"", ""Access details here"")"
2017-07-29,"...they do NOTHING for us with North Korea, just talk. We will no longer allow this to continue. China could easily solve this problem!","...they do NOTHING for us with North Korea, just talk. We will no longer allow this to continue. China could easily solve this problem!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891442016294494209"", ""Access details here"")"
2017-07-29,"I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...","I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891440474132795392"", ""Access details here"")"
2017-07-29,"I love reading about all of the ""geniuses"" who were so instrumental in my election success. Problem is, most don't exist. #Fake News! MAGA","I love reading about all of the ""geniuses"" who were so instrumental in my election success. Problem is, most don't exist. #Fake News! MAGA","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891437168798965761"", ""Access details here"")"
2017-07-29,"Unless the Republican Senators are total quitters, Repeal &amp; Replace is not dead! Demand another vote before voting on any other bill!","Unless the Republican Senators are total quitters, Repeal &amp; Replace is not dead! Demand another vote before voting on any other bill!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891397134662193152"", ""Access details here"")"
2017-07-29,U.S. Stock Market up almost 20% since Election!,U.S. Stock Market up almost 20% since Election!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891343645529567232"", ""Access details here"")"
2017-07-29,"If a new HealthCare Bill is not approved quickly, BAILOUTS for Insurance Companies and BAILOUTS for Members of Congress will end very soon!","If a new HealthCare Bill is not approved quickly, BAILOUTS for Insurance Companies and BAILOUTS for Members of Congress will end very soon!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891334415347060736"", ""Access details here"")"
2017-07-29,"After seven years of ""talking"" Repeal &amp; Replace, the people of our great country are still being forced to live with imploding ObamaCare!","After seven years of ""talking"" Repeal &amp; Replace, the people of our great country are still being forced to live with imploding ObamaCare!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891332290474848257"", ""Access details here"")"
2017-07-29,"If the Senate Democrats ever got the chance, they would switch to a 51 majority vote in first minute. They are laughing at R's. MAKE CHANGE!","If the Senate Democrats ever got the chance, they would switch to a 51 majority vote in first minute. They are laughing at R's. MAKE CHANGE!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891263843908947969"", ""Access details here"")"
2017-07-29,"....8 Dems totally control the U.S. Senate. Many great Republican bills will never pass, like Kate's Law and complete Healthcare. Get smart!","....8 Dems totally control the U.S. Senate. Many great Republican bills will never pass, like Kate's Law and complete Healthcare. Get smart!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891261878005092353"", ""Access details here"")"
2017-07-29,Republicans in the Senate will NEVER win if they don't go to a 51 vote majority NOW. They look like fools and are just wasting time......,Republicans in the Senate will NEVER win if they don't go to a 51 vote majority NOW. They look like fools and are just wasting time......,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891260230876659713"", ""Access details here"")"
2017-07-29,"The very outdated filibuster rule must go. Budget reconciliation is killing R's in Senate. Mitch M, go to 51 Votes NOW and WIN. IT'S TIME!","The very outdated filibuster rule must go. Budget reconciliation is killing R's in Senate. Mitch M, go to 51 Votes NOW and WIN. IT'S TIME!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891259245106278400"", ""Access details here"")"
2017-07-29,"Republican Senate must get rid of 60 vote NOW! It is killing the R Party, allows 8 Dems to control country. 200 Bills sit in Senate. A JOKE!","Republican Senate must get rid of 60 vote NOW! It is killing the R Party, allows 8 Dems to control country. 200 Bills sit in Senate. A JOKE!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891257113565163520"", ""Access details here"")"
2017-07-29,"In other words, Russia was against Trump in the 2016 Election - and why not, I want strong military &amp; low oil price… https://t.co/25RQ0uIqCb","In other words, Russia was against Trump in the 2016 Election - and why not, I want strong military &amp; low oil price… https://t.co/25RQ0uIqCb","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891253798500487168"", ""Access details here"")"
2017-07-29,"We will defend our country, protect our communities and put the safety of the AMERICAN PEOPLE FIRST! Replay:… https://t.co/WZZb3FzLzW","We will defend our country, protect our communities and put the safety of the AMERICAN PEOPLE FIRST! Replay:… https://t.co/WZZb3FzLzW","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891087485111087104"", ""Access details here"")"
2017-07-28,Couldn't translate this tweet.,I would like to thank Reince Priebus for his service and dedication to his country. We accomplished a lot together and I am proud of him!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891040645581873152"", ""Access details here"")"
2017-07-28,...and a Great Leader. John has also done a spectacular job at Homeland Security. He has been a true star of my Administration,...and a Great Leader. John has also done a spectacular job at Homeland Security. He has been a true star of my Administration,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891039237319143424"", ""Access details here"")"
2017-07-28,I am pleased to inform you that I have just named General/Secretary John F Kelly as White House Chief of Staff. He is a Great American....,I am pleased to inform you that I have just named General/Secretary John F Kelly as White House Chief of Staff. He is a Great American....,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/891038014314598400"", ""Access details here"")"
2017-07-28,Departing for Long Island now. An area under siege from #MS13 gang members. We will not rest until #MS13 is eradica… https://t.co/XXopBjrADI,Departing for Long Island now. An area under siege from #MS13 gang members. We will not rest until #MS13 is eradica… https://t.co/XXopBjrADI,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890971233159962624"", ""Access details here"")"
2017-07-28,"We will always ENFORCE our laws, PROTECT our borders, and SUPPORT our police! #LESM
Harrisburg, Pennsylvania… https://t.co/qLH19jIBs0","We will always ENFORCE our laws, PROTECT our borders, and SUPPORT our police! #LESM
Harrisburg, Pennsylvania… https://t.co/qLH19jIBs0","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890968428370153472"", ""Access details here"")"
2017-07-28,"...Even though parts of healthcare could pass at 51, some really good things need 60. So many great future bills &amp; budgets need 60 votes....","...Even though parts of healthcare could pass at 51, some really good things need 60. So many great future bills &amp; budgets need 60 votes....","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890935044474380288"", ""Access details here"")"
2017-07-28,"If Republicans are going to pass great future legislation in the Senate, they must immediately go to a 51 vote majority, not senseless 60...","If Republicans are going to pass great future legislation in the Senate, they must immediately go to a 51 vote majority, not senseless 60...","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890931465885798400"", ""Access details here"")"
2017-07-28,Couldn't translate this tweet.,"3 Republicans and 48 Democrats let the American people down. As I said from the beginning, let ObamaCare implode, then deal. Watch!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/890820505330212864"", ""Access details here"")"
